UniqueIdentifier EntryName GeneName NumberTRs
O43290 SNUT1_HUMAN SART1 1
Q24JP5 T132A_HUMAN TMEM132A 1
Q8NBV8 SYT8_HUMAN SYT8 1
Q9C0C2 TB182_HUMAN TNKS1BP1 1
Q9UID3 VPS51_HUMAN VPS51 1
Q04323 UBXN1_HUMAN UBXN1 1
Q9HCN2 TPIP1_HUMAN TP53AIP1 1
A0A0D2X7Z3 A0A0D2X7Z3_HUMAN CRY2 1
Q9UED0 Q9UED0_HUMAN APLP2 1
I3VM54 I3VM54_HUMAN KDM2A 1
Q49AF1 Q49AF1_HUMAN FBXO3 1
H7C2R8 H7C2R8_HUMAN NRXN2 1
A0A087WTZ5 A0A087WTZ5_HUMAN UBXN1 1
H0YFX3 H0YFX3_HUMAN USP28 1
Q09666 AHNK_HUMAN AHNAK 1
Q2VPB7 AP5B1_HUMAN AP5B1 1
Q08043 ACTN3_HUMAN ACTN3 1
Q9H161 ALX4_HUMAN ALX4 1
Q8IY63 AMOL1_HUMAN AMOTL1 2
Q9C0C7 AMRA1_HUMAN AMBRA1 1
Q09428 ABCC8_HUMAN ABCC8 1
C9JLR9 CK095_HUMAN C11orf95 2
A6NEQ2 F181B_HUMAN FAM181B 1
Q5HYJ3 FA76B_HUMAN FAM76B 1
O95967 FBLN4_HUMAN EFEMP2 1
Q6WQI6 HEPN1_HUMAN HEPN1 1
Q8N4Y2 EFC4A_HUMAN CRACR2B 2
Q6PD62 CTR9_HUMAN CTR9 1
Q9Y4D2 DGLA_HUMAN DAGLA 1
Q15054 DPOD3_HUMAN POLD3 1
Q96M86 DNHD1_HUMAN DNHD1 1
Q49AN0 CRY2_HUMAN CRY2 1
Q9UPV0 CE164_HUMAN CEP164 1
A0JLT2 MED19_HUMAN MED19 2
O43903 GAS2_HUMAN GAS2 1
Q9NQC8 IFT46_HUMAN IFT46 1
Q9H3H5 GPT_HUMAN DPAGT1 1
Q9BQA5 HINFP_HUMAN HINFP 1
P05155 IC1_HUMAN SERPING1 1
Q9NQS7 INCE_HUMAN INCENP 1
B2RNG4 B2RNG4_HUMAN TRIM6-TRIM34 1
E9PQV8 E9PQV8_HUMAN EIF3F 1
E9PPH3 E9PPH3_HUMAN PTPRJ 1
A0A087WTK0 A0A087WTK0_HUMAN PTPRJ 1
E9PRF2 E9PRF2_HUMAN LTBP3 1
A0A0A0MTL4 A0A0A0MTL4_HUMAN NAV2 2
E9PKA3 E9PKA3_HUMAN EFEMP2 1
A0A087X1W8 A0A087X1W8_HUMAN CADM1 1
H0Y7K5 H0Y7K5_HUMAN WT1 1
E9PJ83 E9PJ83_HUMAN PTPRJ 1
E9PJV7 E9PJV7_HUMAN SNX19 1
C9JFW8 C9JFW8_HUMAN NAALADL1 1
J3KNJ8 J3KNJ8_HUMAN DNAJC4 1
Q9UMI9 Q9UMI9_HUMAN MUC2 1
G0XQ39 G0XQ39_HUMAN STIM1 1
E9PRT0 E9PRT0_HUMAN IFT46 1
A0A0A0MTC8 A0A0A0MTC8_HUMAN SCUBE2 1
A0A0A6YYC7 A0A0A6YYC7_HUMAN ZFP91-CNTF 2
F2Z2B0 F2Z2B0_HUMAN TIMM10B 1
E9PLS8 E9PLS8_HUMAN CEP164 1
G3V1D0 G3V1D0_HUMAN EML3 1
A0A2R8YGQ6 A0A2R8YGQ6_HUMAN ABCC8 1
A0A087WVC6 A0A087WVC6_HUMAN PTPRJ 1
A0A1W2PP79 A0A1W2PP79_HUMAN EIF3F 1
B4E1M0 B4E1M0_HUMAN MSANTD2 2
E9PIF2 E9PIF2_HUMAN DDX10 1
A0A087WZL0 A0A087WZL0_HUMAN PHLDB1 1
J3QRJ3 J3QRJ3_HUMAN THY1 1
E9PNF1 E9PNF1_HUMAN MRPL49 1
A0A1W2PPC6 A0A1W2PPC6_HUMAN DPAGT1 1
X5DQS5 X5DQS5_HUMAN CADM1 1
G5E9G7 G5E9G7_HUMAN NRXN2 1
B7WPE2 B7WPE2_HUMAN EML3 1
H0YEU4 H0YEU4_HUMAN KMT2A 1
E9PQS3 E9PQS3_HUMAN APLP2 1
E9PRR5 E9PRR5_HUMAN GAS2 1
H7C5W4 H7C5W4_HUMAN KMT2A 1
E9PLV1 E9PLV1_HUMAN PRDM10 2
E9PKK9 E9PKK9_HUMAN DKK3 1
E9PK76 E9PK76_HUMAN APLP2 1
E7EU13 E7EU13_HUMAN ARAP1 1
E9PQN6 E9PQN6_HUMAN VPS51 1
B3KNX7 B3KNX7_HUMAN PAK1 1
A0A2R8Y4V0 A0A2R8Y4V0_HUMAN ABCC8 1
G3V1E0 G3V1E0_HUMAN FBXO3 1
E9PRW8 E9PRW8_HUMAN MS4A3 1
J3KQ12 J3KQ12_HUMAN BSCL2 1
E9PL67 E9PL67_HUMAN HINFP 1
E9PLV3 E9PLV3_HUMAN SNX19 1
E9PK97 E9PK97_HUMAN SERPING1 1
H7C2D5 H7C2D5_HUMAN BSCL2 1
A4QPE4 A4QPE4_HUMAN SPTBN2 1
C9JUG3 C9JUG3_HUMAN SSH3 1
B4DFB6 B4DFB6_HUMAN DENND5A 1
G3V1E1 G3V1E1_HUMAN SMPD1 1
J3KR33 J3KR33_HUMAN MED19 2
E9PKX7 E9PKX7_HUMAN VPS51 1
E9PM67 E9PM67_HUMAN INCENP 1
E9PB51 E9PB51_HUMAN RBM4 1
E9PKC4 E9PKC4_HUMAN PKP3 1
B5MCB9 B5MCB9_HUMAN SERPING1 1
E9PQ01 E9PQ01_HUMAN PCF11 3
E9PIS3 E9PIS3_HUMAN DENND5A 1
A0A0A0MT54 A0A0A0MT54_HUMAN WT1 1
C9JDU0 C9JDU0_HUMAN TSSC4 1
E9PKF5 E9PKF5_HUMAN ROM1 1
E9PSC7 E9PSC7_HUMAN APLP2 1
E9PIL8 E9PIL8_HUMAN SF3B2 1
H0YE98 H0YE98_HUMAN LRP5 1
E9PIZ2 E9PIZ2_HUMAN LARGE2 1
E9PSB9 E9PSB9_HUMAN IFT46 1
E9PRU1 E9PRU1_HUMAN EFEMP2 1
E9PS24 E9PS24_HUMAN ROM1 1
A0A1B0GW38 A0A1B0GW38_HUMAN CBL 2
J3KN20 J3KN20_HUMAN CREBZF 2
E9PQI8 E9PQI8_HUMAN SART1 1
F5H2U0 F5H2U0_HUMAN PPP1R14B 1
E9PQT3 E9PQT3_HUMAN SMPD1 1
E9PL88 E9PL88_HUMAN TSSC4 1
F5H6Y5 F5H6Y5_HUMAN NUMA1 1
E9PR73 E9PR73_HUMAN CEP164 1
E9PMR8 E9PMR8_HUMAN IFT46 1
F5H4J1 F5H4J1_HUMAN NUMA1 1
H0Y3F0 H0Y3F0_HUMAN WT1 1
H0YD46 H0YD46_HUMAN POLD3 1
E9PPD0 E9PPD0_HUMAN APLP2 1
E9PQD5 E9PQD5_HUMAN VPS51 1
E9PJC5 E9PJC5_HUMAN MUC6 1
E9PM43 E9PM43_HUMAN CD82 1
E9PNB8 E9PNB8_HUMAN EFEMP2 1
A0A2R8Y4Z4 A0A2R8Y4Z4_HUMAN ABCC8 1
E9PJT3 E9PJT3_HUMAN SF3B2 2
F6U0I4 F6U0I4_HUMAN AGBL2 1
E9PIM2 E9PIM2_HUMAN CEP164 1
A0A3B3ITZ1 A0A3B3ITZ1_HUMAN NoGeneName 1
A0A087WUD9 A0A087WUD9_HUMAN SERPING1 1
E9PQW2 E9PQW2_HUMAN CYB5R2 1
E9PPE2 E9PPE2_HUMAN MSANTD2 2
H3BTR0 H3BTR0_HUMAN ZFP91-CNTF 1
A0A1W2PPP2 A0A1W2PPP2_HUMAN WT1 1
H0Y3G9 H0Y3G9_HUMAN SYT8 1
A0A2R8Y4H6 A0A2R8Y4H6_HUMAN RDX 1
E9PPJ0 E9PPJ0_HUMAN SF3B2 4
H0YEX5 H0YEX5_HUMAN SF3B2 1
F5H783 F5H783_HUMAN STIP1 1
F5GX09 F5GX09_HUMAN FAM76B 1
E9PJ04 E9PJ04_HUMAN SF3B2 2
E9PRS0 E9PRS0_HUMAN PRDM10 2
H0YCM0 H0YCM0_HUMAN PAK1 1
E9PSC1 E9PSC1_HUMAN EFEMP2 1
A0A0G2JMZ9 A0A0G2JMZ9_HUMAN KRTAP5-5 1
H0Y3M3 H0Y3M3_HUMAN EML3 1
A0A0G2JN42 A0A0G2JN42_HUMAN MUC6 1
H0YER1 H0YER1_HUMAN RSF1 1
H0YCG1 H0YCG1_HUMAN SF3B2 2
E9PRQ8 E9PRQ8_HUMAN EFEMP2 1
A0A0A0MTE8 A0A0A0MTE8_HUMAN NAV2 2
A0A087X051 A0A087X051_HUMAN C11orf95 2
E9PRW6 E9PRW6_HUMAN PKP3 1
A0A2R8Y6Q0 A0A2R8Y6Q0_HUMAN ABCC8 1
E9PR05 E9PR05_HUMAN KMT2A 4
A0A1W2PRH6 A0A1W2PRH6_HUMAN PAX6 1
E9PHY3 E9PHY3_HUMAN DKK3 1
A0A2R8Y5S7 A0A2R8Y5S7_HUMAN RDX 1
A0A087WY61 A0A087WY61_HUMAN NUMA1 1
E9PPY3 E9PPY3_HUMAN RRP8 1
H7C561 H7C561_HUMAN SF1 1
E7ENX6 E7ENX6_HUMAN LRFN4 1
A0A0U1RR39 A0A0U1RR39_HUMAN CBL 2
E9PME3 E9PME3_HUMAN TSSC4 1
A0A087WZX0 A0A087WZX0_HUMAN BCL9L 3
A0A1W2PQZ2 A0A1W2PQZ2_HUMAN VPS51 1
E9PJA3 E9PJA3_HUMAN HINFP 1
E9PIC8 E9PIC8_HUMAN CCKBR 3
A0A087WTJ4 A0A087WTJ4_HUMAN TREH 1
J3KNE3 J3KNE3_HUMAN PAFAH1B2 1
C9JZJ9 C9JZJ9_HUMAN SERPING1 1
H7C306 H7C306_HUMAN RSF1 1
A0A087X0G5 A0A087X0G5_HUMAN MAML2 2
A0A0U1RQX8 A0A0U1RQX8_HUMAN CBL 2
F5GWJ5 F5GWJ5_HUMAN ROBO3 1
E9PRV0 E9PRV0_HUMAN VPS51 1
H7C0N4 H7C0N4_HUMAN SF1 1
A0A2R8Y5D8 A0A2R8Y5D8_HUMAN ABCC8 1
H0Y4E8 H0Y4E8_HUMAN SIK3 1
A0A2R8YDG0 A0A2R8YDG0_HUMAN ABCC8 1
A0A2R8Y775 A0A2R8Y775_HUMAN ABCC8 1
E9PKE5 E9PKE5_HUMAN VPS51 1
H0YDZ9 H0YDZ9_HUMAN EHBP1L1 1
F8WBL4 F8WBL4_HUMAN SYT8 1
E9PR06 E9PR06_HUMAN IFT46 1
C9JHT9 C9JHT9_HUMAN TSSC4 1
E9PHY1 E9PHY1_HUMAN LRP5 1
A0A1W2PR07 A0A1W2PR07_HUMAN WT1 1
A0A1W2PQ68 A0A1W2PQ68_HUMAN CEP164 2
A0A0G2JNJ8 A0A0G2JNJ8_HUMAN MUC6 1
A0A0A0MTJ8 A0A0A0MTJ8_HUMAN CADM1 1
A0A1W2PQQ0 A0A1W2PQQ0_HUMAN WT1 1
E9PRG5 E9PRG5_HUMAN MICAL2 1
F5H372 F5H372_HUMAN CADM1 1
A0A087WU89 A0A087WU89_HUMAN C11orf95 1
F6SYF8 F6SYF8_HUMAN DKK3 2
A0A2R8YDL4 A0A2R8YDL4_HUMAN MED19 1
F5H0K7 F5H0K7_HUMAN ROBO3 1
E9PKW6 E9PKW6_HUMAN DKK3 1
H7C5V8 H7C5V8_HUMAN KMT2A 1
E9PIM0 E9PIM0_HUMAN CREBZF 2
A0A3B3IRW6 A0A3B3IRW6_HUMAN QSER1 2
E9PI05 E9PI05_HUMAN CEP164 1
E9PPK6 E9PPK6_HUMAN SMPD1 1
E9PJ81 E9PJ81_HUMAN UBXN1 1
E9PMR7 E9PMR7_HUMAN ROM1 1
F5H0B3 F5H0B3_HUMAN MYEOV 1
E9PKL4 E9PKL4_HUMAN C11orf96 2
H9KV53 H9KV53_HUMAN AGBL2 1
H0YGU5 H0YGU5_HUMAN PHOX2A 1
H0YEJ7 H0YEJ7_HUMAN ARHGAP42 1
A0A1W2PQG7 A0A1W2PQG7_HUMAN PAX6 1
E9PRQ7 E9PRQ7_HUMAN UBXN1 1
E9PKW0 E9PKW0_HUMAN IFT46 1
A0A2R8YHG6 A0A2R8YHG6_HUMAN ABCC8 1
A0A0G2JR65 A0A0G2JR65_HUMAN MUC2 2
H0YCY2 H0YCY2_HUMAN DEAF1 1
E9PIM6 E9PIM6_HUMAN THY1 1
F8WEG7 F8WEG7_HUMAN SF1 1
E9PKH8 E9PKH8_HUMAN MS4A1 1
A0A1W2PPD8 A0A1W2PPD8_HUMAN KDM4F 1
A0A0U1RQG2 A0A0U1RQG2_HUMAN MFRP 1
E9PGN7 E9PGN7_HUMAN SERPING1 1
E9PM17 E9PM17_HUMAN PAK1 1
A0A2R8Y7M3 A0A2R8Y7M3_HUMAN RDX 1
E9PKN0 E9PKN0_HUMAN PCF11 3
A0A3B3ISZ7 A0A3B3ISZ7_HUMAN SCUBE2 1
A0A2R8YFA9 A0A2R8YFA9_HUMAN MICAL2 1
H9KV48 H9KV48_HUMAN SERPING1 1
E9PJK4 E9PJK4_HUMAN ARHGAP42 1
H7BZT1 H7BZT1_HUMAN SF1 2
J3KNN9 J3KNN9_HUMAN WT1 1
D6RH00 D6RH00_HUMAN ACTN3 1
A6NCR4 A6NCR4_HUMAN SYT8 1
Q76KP1 B4GN4_HUMAN B4GALNT4 1
Q6NUJ2 CK087_HUMAN C11orf87 1
Q3C1V1 CK091_HUMAN C11orf91 1
Q86UU0 BCL9L_HUMAN BCL9L 3
P17405 ASM_HUMAN SMPD1 1
Q9H6B4 CLMP_HUMAN CLMP 1
Q9UP79 ATS8_HUMAN ADAMTS8 1
Q9NQ32 CK016_HUMAN C11orf16 1
Q9H3H3 CK068_HUMAN C11orf68 1
P11836 CD20_HUMAN MS4A1 1
E9PIM8 E9PIM8_HUMAN IFT46 1
P23467 PTPRB_HUMAN PTPRB 1
Q14432 PDE3A_HUMAN PDE3A 1
Q13438 OS9_HUMAN OS9 2
P20962 PTMS_HUMAN PTMS 1
Q7Z3H0 PANKY_HUMAN ANKRD33 1
A6NF89 OR6C6_HUMAN OR6C6 1
P20645 MPRD_HUMAN M6PR 1
O43347 MSI1H_HUMAN MSI1 1
Q9HCH0 NCK5L_HUMAN NCKAP5L 1
Q9Y618 NCOR2_HUMAN NCOR2 2
Q8IVL0 NAV3_HUMAN NAV3 3
Q9Y2U8 MAN1_HUMAN LEMD3 1
Q8N967 LRTM2_HUMAN LRTM2 1
P78364 PHC1_HUMAN PHC1 1
Q07954 LRP1_HUMAN LRP1 1
O14910 LIN7A_HUMAN LIN7A 1
A6NCL2 LRCL1_HUMAN LRCOL1 1
Q9HD90 NDF4_HUMAN NEUROD4 1
P46087 NOP2_HUMAN NOP2 1
O75581 LRP6_HUMAN LRP6 1
Q14CX7 NAA25_HUMAN NAA25 1
Q9UBC5 MYO1A_HUMAN MYO1A 1
Q8IVL6 P3H3_HUMAN P3H3 2
Q9UQ80 PA2G4_HUMAN PA2G4 1
Q08378 GOGA3_HUMAN GOLGA3 1
P21860 ERBB3_HUMAN ERBB3 1
Q9P265 DIP2B_HUMAN DIP2B 2
Q9HBU6 EKI1_HUMAN ETNK1 1
Q96AZ1 EFMT3_HUMAN EEF1AKMT3 1
Q8IY37 DHX37_HUMAN DHX37 2
Q8IZD4 DCP1B_HUMAN DCP1B 1
Q66PJ3 AR6P4_HUMAN ARL6IP4 2
P50553 ASCL1_HUMAN ASCL1 2
Q9UIF9 BAZ2A_HUMAN BAZ2A 1
Q13520 AQP6_HUMAN AQP6 1
A6QL63 BTBDB_HUMAN BTBD11 2
P11802 CDK4_HUMAN CDK4 1
Q52MB2 CC184_HUMAN CCDC184 1
Q8TC90 CCER1_HUMAN CCER1 1
Q9NZU7 CABP1_HUMAN CABP1 1
Q86VP6 CAND1_HUMAN CAND1 1
Q9BUQ8 DDX23_HUMAN DDX23 2
Q8WU20 FRS2_HUMAN FRS2 1
Q9C0J9 BHE41_HUMAN BHLHE41 1
Q8WY22 BRI3B_HUMAN BRI3BP 1
P54284 CACB3_HUMAN CACNB3 1
Q9NYL4 FKB11_HUMAN FKBP11 1
Q32M45 ANO4_HUMAN ANO4 1
O95390 GDF11_HUMAN GDF11 2
Q969K3 RNF34_HUMAN RNF34 1
Q9Y2J0 RP3A_HUMAN RPH3A 1
P09651 ROA1_HUMAN HNRNPA1 1
P02810 PRPC_HUMAN PRH1 1
Q8NHP8 PLBL2_HUMAN PLBD2 1
Q8WV24 PHLA1_HUMAN PHLDA1 1
Q9BZ72 PITM2_HUMAN PITPNM2 1
Q8N4B1 SESQ1_HUMAN PHETA1 2
Q8N697 S15A4_HUMAN SLC15A4 1
Q9UPS6 SET1B_HUMAN SETD1B 7
Q9NZ81 PRR13_HUMAN PRR13 1
Q969X0 RIPL2_HUMAN RILPL2 1
Q9Y4C8 RBM19_HUMAN RBM19 1
Q9H9H4 VP37B_HUMAN VPS37B 1
Q9UNS1 TIM_HUMAN TIMELESS 1
Q9ULQ1 TPC1_HUMAN TPCN1 1
Q9Y4E8 UBP15_HUMAN USP15 1
Q8TF68 ZN384_HUMAN ZNF384 4
Q8N0Z9 VSI10_HUMAN VSIG10 1
O60293 ZC3H1_HUMAN ZFC3H1 3
O15060 ZBT39_HUMAN ZBTB39 1
Q96K80 ZC3HA_HUMAN ZC3H10 1
O14545 TRAD1_HUMAN TRAFD1 1
P22460 KCNA5_HUMAN KCNA5 1
Q13601 KRR1_HUMAN KRR1 1
Q9ULD8 KCNH3_HUMAN KCNH3 1
Q14165 MLEC_HUMAN MLEC 2
P18627 LAG3_HUMAN LAG3 2
P08648 ITA5_HUMAN ITGA5 1
Q9ULZ9 MMP17_HUMAN MMP17 1
P42166 LAP2A_HUMAN TMPO 1
Q9NQR1 KMT5A_HUMAN KMT5A 1
Q7Z4S6 KI21A_HUMAN KIF21A 1
Q12840 KIF5A_HUMAN KIF5A 1
P13647 K2C5_HUMAN KRT5 1
Q9UL25 RAB21_HUMAN RAB21 1
Q15286 RAB35_HUMAN RAB35 1
Q9Y2K5 R3HD2_HUMAN R3HDM2 1
Q13610 PWP1_HUMAN PWP1 1
Q8NI37 PPTC7_HUMAN PPTC7 1
Q6NWY9 PR40B_HUMAN PRPF40B 1
Q96MT3 PRIC1_HUMAN PRICKLE1 1
A7MD48 SRRM4_HUMAN SRRM4 2
Q96MF2 STAC3_HUMAN STAC3 1
P35711 SOX5_HUMAN SOX5 1
Q8NCJ5 SPRY3_HUMAN SPRYD3 1
P51687 SUOX_HUMAN SUOX 1
Q99590 SCAFB_HUMAN SCAF11 1
A3KN83 SBNO1_HUMAN SBNO1 1
Q8TAQ2 SMRC2_HUMAN SMARCC2 2
Q12872 SFSWA_HUMAN SFSWAP 1
Q7L4I2 RSRC2_HUMAN RSRC2 2
Q6ZMH5 S39A5_HUMAN SLC39A5 1
Q9BT92 TCHP_HUMAN TCHP 1
O15119 TBX3_HUMAN TBX3 1
Q13569 TDG_HUMAN TDG 1
Q4V9L6 TM119_HUMAN TMEM119 1
Q12800 TFCP2_HUMAN TFCP2 1
P16989 YBOX3_HUMAN YBX3 1
O75385 ULK1_HUMAN ULK1 1
F8VSC4 F8VSC4_HUMAN METAP2 2
F5H709 F5H709_HUMAN NOP2 1
A0A1B0GV47 A0A1B0GV47_HUMAN KIF21A 1
F8VU90 F8VU90_HUMAN FKBP11 1
H0YFP7 H0YFP7_HUMAN ETNK1 1
J3KNM6 J3KNM6_HUMAN AGAP2 2
F8VNV8 F8VNV8_HUMAN CACNB3 1
P36896 ACV1B_HUMAN ACVR1B 1
O60706 ABCC9_HUMAN ABCC9 1
Q6ZN18 AEBP2_HUMAN AEBP2 4
Q16671 AMHR2_HUMAN AMHR2 1
Q99490 AGAP2_HUMAN AGAP2 2
Q8WUD6 CHPT1_HUMAN CHPT1 1
Q14839 CHD4_HUMAN CHD4 3
Q5U5X8 F222A_HUMAN FAM222A 1
P14625 ENPL_HUMAN HSP90B1 1
Q12929 EPS8_HUMAN EPS8 1
Q96L91 EP400_HUMAN EP400 3
Q99645 EPYC_HUMAN EPYC 1
Q9UBW8 CSN7A_HUMAN COPS7A 1
Q16630 CPSF6_HUMAN CPSF6 2
Q86Y01 DTX1_HUMAN DTX1 1
O14529 CUX2_HUMAN CUX2 1
P35908 K22E_HUMAN KRT2 1
P04264 K2C1_HUMAN KRT1 1
Q9UPP2 IQEC3_HUMAN IQSEC3 3
P29375 KDM5A_HUMAN KDM5A 1
Q01546 K22O_HUMAN KRT76 2
P12035 K2C3_HUMAN KRT3 1
Q71F56 MD13L_HUMAN MED13L 1
P31276 HXC13_HUMAN HOXC13 1
Q7Z6J2 GRASP_HUMAN GRASP 3
Q96D96 HVCN1_HUMAN HVCN1 1
P50579 MAP2_HUMAN METAP2 2
Q0D2I5 IFFO1_HUMAN IFFO1 1
P08151 GLI1_HUMAN GLI1 1
O14686 KMT2D_HUMAN KMT2D 11
H7C0E9 H7C0E9_HUMAN R3HDM2 1
H0YH69 H0YH69_HUMAN ETNK1 1
F5H0I7 F5H0I7_HUMAN TDG 1
H0YII7 H0YII7_HUMAN PRPF40B 1
B7Z3R2 B7Z3R2_HUMAN TPCN1 1
A0A2R8Y685 A0A2R8Y685_HUMAN CHD4 3
Q8N7S5 Q8N7S5_HUMAN PLCZ1 1
F8VQZ7 F8VQZ7_HUMAN METAP2 2
F8VWT9 F8VWT9_HUMAN HECTD4 2
G3V1U3 G3V1U3_HUMAN METAP2 2
F5H4M0 F5H4M0_HUMAN VPS37B 1
H0YGW5 H0YGW5_HUMAN LRP6 1
A0A0A0MQV9 A0A0A0MQV9_HUMAN SETD1B 7
A0A3B3ISW9 A0A3B3ISW9_HUMAN PLCZ1 1
F5H5X6 F5H5X6_HUMAN NOP2 1
F5H7J9 F5H7J9_HUMAN LRP6 1
B4DJV5 B4DJV5_HUMAN PWP1 1
E9PI52 E9PI52_HUMAN RSRC2 2
F8W0B3 F8W0B3_HUMAN HVCN1 1
F8VRR3 F8VRR3_HUMAN METAP2 2
A0A0C4DH18 A0A0C4DH18_HUMAN ARL6IP4 2
F8VU56 F8VU56_HUMAN PTPRB 1
F8W6I7 F8W6I7_HUMAN HNRNPA1 1
J3KPF0 J3KPF0_HUMAN HECTD4 3
F5GX14 F5GX14_HUMAN MLEC 1
R4GMR4 R4GMR4_HUMAN ZNF384 3
F8VXK0 F8VXK0_HUMAN FKBP11 1
F5H883 F5H883_HUMAN M6PR 1
A0A2R8Y5J0 A0A2R8Y5J0_HUMAN CHD4 3
B4E3F4 B4E3F4_HUMAN ITGA5 1
F8VU11 F8VU11_HUMAN PRPF40B 1
F5GWX5 F5GWX5_HUMAN CHD4 3
F8W1B3 F8W1B3_HUMAN CHPT1 1
B3KWG5 B3KWG5_HUMAN ERBB3 1
Q96BE9 Q96BE9_HUMAN CDK4 1
B4E321 B4E321_HUMAN OS9 1
G3V1X1 G3V1X1_HUMAN ZFC3H1 2
A0A0A0MT31 A0A0A0MT31_HUMAN PRR4 1
F8W0W9 F8W0W9_HUMAN TMEM119 1
H0YHR1 H0YHR1_HUMAN BTBD11 1
A0A2R8Y5A6 A0A2R8Y5A6_HUMAN ATXN2 1
F8VWX7 F8VWX7_HUMAN CDK4 1
F8VW87 F8VW87_HUMAN AQP6 1
F8VV93 F8VV93_HUMAN TPCN1 1
C9JFD3 C9JFD3_HUMAN NCOR2 2
A0A3B3IRX3 A0A3B3IRX3_HUMAN MED13L 1
F5GXE0 F5GXE0_HUMAN M6PR 1
F8WCT1 F8WCT1_HUMAN ARL6IP4 2
A0A087WTM5 A0A087WTM5_HUMAN RNF34 1
A0A3B3IS46 A0A3B3IS46_HUMAN MED13L 1
F8VRH0 F8VRH0_HUMAN PCBP2 1
A0A2R8YFX5 A0A2R8YFX5_HUMAN NAV3 3
A0A2R8YFD8 A0A2R8YFD8_HUMAN CHD4 3
F8VXC8 F8VXC8_HUMAN SMARCC2 2
F5H8L7 F5H8L7_HUMAN ZNF384 1
F8VWW7 F8VWW7_HUMAN SPRYD3 1
C9JE98 C9JE98_HUMAN NCOR2 2
F8VVT9 F8VVT9_HUMAN AGAP2 2
A0A2R8Y8B3 A0A2R8Y8B3_HUMAN CHD4 3
F5H539 F5H539_HUMAN TDG 1
F5H596 F5H596_HUMAN CHD4 1
J3KQH6 J3KQH6_HUMAN PHC1 1
F8VVA2 F8VVA2_HUMAN DDX23 1
F8VR74 F8VR74_HUMAN TPCN1 1
A0A2R8Y532 A0A2R8Y532_HUMAN ANO4 1
F8VVD5 F8VVD5_HUMAN COQ5 1
A0A2R8Y521 A0A2R8Y521_HUMAN CHD4 3
A0A087WZ94 A0A087WZ94_HUMAN LRCOL1 1
F8VRX5 F8VRX5_HUMAN GRASP 3
F8VTV8 F8VTV8_HUMAN CDK4 1
H0YGK7 H0YGK7_HUMAN PHC1 1
A0A0A0MR72 A0A0A0MR72_HUMAN EP400 1
F5GYV5 F5GYV5_HUMAN ARL6IP4 2
C9J7T7 C9J7T7_HUMAN NCOR2 2
F8VYH9 F8VYH9_HUMAN CDK4 1
H0YFV4 H0YFV4_HUMAN ABCC9 1
F8VU39 F8VU39_HUMAN BAZ2A 1
H0YHA8 H0YHA8_HUMAN NAV3 3
H0YFG1 H0YFG1_HUMAN EPS8 1
B5MCG9 B5MCG9_HUMAN R3HDM2 1
F5H6N8 F5H6N8_HUMAN ZNF384 1
A0A0A0MTG7 A0A0A0MTG7_HUMAN ARL6IP4 1
R4GND3 R4GND3_HUMAN PHLDA1 1
I3L0A5 I3L0A5_HUMAN SOX5 1
C9JB28 C9JB28_HUMAN SLC39A5 1
G8JL98 G8JL98_HUMAN TDG 1
F5H6N4 F5H6N4_HUMAN CHD4 3
A0A2R8YFK9 A0A2R8YFK9_HUMAN CHD4 3
H0YI30 H0YI30_HUMAN GDF11 2
F8VRX0 F8VRX0_HUMAN PRR13 1
H0YI14 H0YI14_HUMAN NAV3 2
J3KN11 J3KN11_HUMAN FKBP11 1
F8VU69 F8VU69_HUMAN KRT5 1
F5H0I3 F5H0I3_HUMAN SOX5 1
F8WEP2 F8WEP2_HUMAN ARL6IP4 2
A0A2R8Y7P6 A0A2R8Y7P6_HUMAN ATXN2 1
F8W0P9 F8W0P9_HUMAN TPCN1 1
A0A384DVL6 A0A384DVL6_HUMAN NCOR2 2
F8VYK4 F8VYK4_HUMAN ERBB3 1
A0A0C4DG62 A0A0C4DG62_HUMAN ARL6IP4 2
A0A2R8YE63 A0A2R8YE63_HUMAN EPS8 1
F8VW56 F8VW56_HUMAN ERBB3 1
H0YHL9 H0YHL9_HUMAN ITGA5 1
H0YHC1 H0YHC1_HUMAN MED13L 1
F8W1J5 F8W1J5_HUMAN DDX23 1
H0YIX9 H0YIX9_HUMAN R3HDM2 1
J3KNA1 J3KNA1_HUMAN KIF5A 1
F8VSI4 F8VSI4_HUMAN EPYC 1
V9GY86 V9GY86_HUMAN ATXN2 1
F8VP47 F8VP47_HUMAN RPH3A 1
F8VNY0 F8VNY0_HUMAN AVIL 1
A0A0C4DGG9 A0A0C4DGG9_HUMAN CHD4 3
F8VPF7 F8VPF7_HUMAN HVCN1 1
A0A2R8Y425 A0A2R8Y425_HUMAN CHD4 3
H0YH87 H0YH87_HUMAN ATXN2 1
A0A0U1RRA6 A0A0U1RRA6_HUMAN R3HDM2 1
C9J0Q5 C9J0Q5_HUMAN NCOR2 2
H0YH27 H0YH27_HUMAN CAND1 1
G3V5T7 G3V5T7_HUMAN KRAS 1
E9PHB3 E9PHB3_HUMAN ZNF384 1
H0YHB1 H0YHB1_HUMAN AGAP2 1
F8VY03 F8VY03_HUMAN METAP2 2
A0A2R8Y8C1 A0A2R8Y8C1_HUMAN CHD4 3
