UniqueIdentifier EntryName NumberTRs
Q56P03 EAPP_HUMAN 1
Q96JK2 DCAF5_HUMAN 2
Q96AC1 FERM2_HUMAN 1
O00409 FOXN3_HUMAN 2
Q96KE9 BTBD6_HUMAN 1
Q9P203 BTBD7_HUMAN 2
P55316 FOXG1_HUMAN 3
Q8TER5 ARH40_HUMAN 1
Q9NQX3 GEPH_HUMAN 1
Q86U06 RBM23_HUMAN 1
Q8TC12 RDH11_HUMAN 1
P34096 RNAS4_HUMAN 1
Q9H1E1 RNAS7_HUMAN 1
Q93091 RNAS6_HUMAN 1
O95072 REC8_HUMAN 1
Q9UIU6 SIX4_HUMAN 1
Q8TDE3 RNAS8_HUMAN 1
Q86XR5 PRIMA_HUMAN 1
Q8TB24 RIN3_HUMAN 3
P49756 RBM25_HUMAN 2
Q6IN85 P4R3A_HUMAN 1
Q9BTD3 TM121_HUMAN 1
O94842 TOX4_HUMAN 1
Q07352 TISB_HUMAN 1
Q03169 TNAP2_HUMAN 1
O75717 WDHD1_HUMAN 2
P49750 YLPM1_HUMAN 1
Q9C0A1 ZFHX2_HUMAN 1
Q9P2Y4 ZN219_HUMAN 1
P30872 SSR1_HUMAN 1
Q9Y5B9 SP16H_HUMAN 1
Q15139 KPCD1_HUMAN 1
P32243 OTX2_HUMAN 1
Q86U42 PABP2_HUMAN 2
Q9H307 PININ_HUMAN 3
Q06323 PSME1_HUMAN 1
Q13243 SRSF5_HUMAN 2
Q07890 SOS2_HUMAN 1
O15270 SPTC2_HUMAN 1
Q9H9C1 SPE39_HUMAN 1
Q13033 STRN3_HUMAN 1
Q8WXH0 SYNE2_HUMAN 1
P25490 TYY1_HUMAN 1
Q9Y467 SALL2_HUMAN 4
Q6PL24 TMED8_HUMAN 1
O43166 SI1L1_HUMAN 1
Q8WVM8 SCFD1_HUMAN 1
O15040 TCPR2_HUMAN 1
P52655 TF2AA_HUMAN 1
G3V3K0 G3V3K0_HUMAN 1
Q9UKV3 ACINU_HUMAN 5
Q8NFM4 ADCY4_HUMAN 2
Q8IVF2 AHNK2_HUMAN 1
Q9NPC3 CIP1_HUMAN 1
Q9HCK8 CHD8_HUMAN 2
Q8N128 F177A_HUMAN 2
Q6PJG2 EMSA1_HUMAN 1
Q9UI08 EVL_HUMAN 2
A6NKD9 CC85C_HUMAN 1
Q8TEX9 IPO4_HUMAN 1
Q00978 IRF9_HUMAN 1
Q27J81 INF2_HUMAN 3
Q9Y219 JAG2_HUMAN 1
Q96T92 INSM2_HUMAN 1
P01880 IGHD_HUMAN 1
Q8IZ08 GP135_HUMAN 1
Q96M32 KAD7_HUMAN 1
P01861 IGHG4_HUMAN 1
Q8IX15 HOMEZ_HUMAN 3
Q9H1B7 I2BPL_HUMAN 4
P55010 IF5_HUMAN 1
P07900 HS90A_HUMAN 1
F8VR32 F8VR32_HUMAN 2
H0YJG4 H0YJG4_HUMAN 3
G3V258 G3V258_HUMAN 1
H0YLF1 H0YLF1_HUMAN 1
G3V2I7 G3V2I7_HUMAN 1
H0YN03 H0YN03_HUMAN 1
B4DJK0 B4DJK0_HUMAN 1
A0A0A0MS09 A0A0A0MS09_HUMAN 1
H0YJ41 H0YJ41_HUMAN 2
H0YJP3 H0YJP3_HUMAN 1
G3XAP0 G3XAP0_HUMAN 1
F8WBA3 F8WBA3_HUMAN 1
J3KNP8 J3KNP8_HUMAN 1
A0A087X212 A0A087X212_HUMAN 1
A0A2R8Y3T5 A0A2R8Y3T5_HUMAN 1
G3V3R7 G3V3R7_HUMAN 1
J3KPI6 J3KPI6_HUMAN 2
G3V5R2 G3V5R2_HUMAN 1
G3V529 G3V529_HUMAN 1
G3V365 G3V365_HUMAN 1
H0YNT0 H0YNT0_HUMAN 1
B4DUA4 B4DUA4_HUMAN 1
G3V328 G3V328_HUMAN 1
G3V5K8 G3V5K8_HUMAN 1
H0YKR8 H0YKR8_HUMAN 1
H0YLB2 H0YLB2_HUMAN 1
H0YLX7 H0YLX7_HUMAN 1
G3V3Z5 G3V3Z5_HUMAN 1
H0YL64 H0YL64_HUMAN 1
G3V2N2 G3V2N2_HUMAN 1
H0YMR4 H0YMR4_HUMAN 1
G3V510 G3V510_HUMAN 1
F5H039 F5H039_HUMAN 1
G3V5F3 G3V5F3_HUMAN 1
H0YNP4 H0YNP4_HUMAN 1
H7C1L3 H7C1L3_HUMAN 1
A0A0A0MSU2 A0A0A0MSU2_HUMAN 1
A0A2R8YFT4 A0A2R8YFT4_HUMAN 1
G3V5Z6 G3V5Z6_HUMAN 1
F8W0A2 F8W0A2_HUMAN 1
H0YN15 H0YN15_HUMAN 1
A0A0U1RRC3 A0A0U1RRC3_HUMAN 1
C9JQV6 C9JQV6_HUMAN 1
H0YM86 H0YM86_HUMAN 1
E7EQT4 E7EQT4_HUMAN 5
U3KPW8 U3KPW8_HUMAN 1
G3V4K3 G3V4K3_HUMAN 1
H0YJA4 H0YJA4_HUMAN 2
A0A0C4DGK3 A0A0C4DGK3_HUMAN 1
H7BXP4 H7BXP4_HUMAN 1
F5H211 F5H211_HUMAN 1
H0YL29 H0YL29_HUMAN 1
H0YMZ4 H0YMZ4_HUMAN 1
G3V2W9 G3V2W9_HUMAN 1
H0YM56 H0YM56_HUMAN 1
H0YJ34 H0YJ34_HUMAN 1
G3V3J0 G3V3J0_HUMAN 1
F8VPC8 F8VPC8_HUMAN 1
A0A0A0MQU1 A0A0A0MQU1_HUMAN 1
A0A2R8Y840 A0A2R8Y840_HUMAN 1
F8W061 F8W061_HUMAN 1
S4R3H4 S4R3H4_HUMAN 5
J3KNG4 J3KNG4_HUMAN 1
H0YJ30 H0YJ30_HUMAN 1
A0A0A0MT91 A0A0A0MT91_HUMAN 1
A0A087WWY9 A0A087WWY9_HUMAN 3
H0YMB0 H0YMB0_HUMAN 1
A0A2R8Y4P3 A0A2R8Y4P3_HUMAN 1
G3V3K9 G3V3K9_HUMAN 1
H0YJS2 H0YJS2_HUMAN 1
H0YJN4 H0YJN4_HUMAN 1
A0A087X060 A0A087X060_HUMAN 1
H0YJJ3 H0YJJ3_HUMAN 1
G3V3J3 G3V3J3_HUMAN 1
H0YMF7 H0YMF7_HUMAN 1
G3V314 G3V314_HUMAN 2
A0A087X1A8 A0A087X1A8_HUMAN 1
G3V234 G3V234_HUMAN 1
G3V340 G3V340_HUMAN 1
A0A2R8Y808 A0A2R8Y808_HUMAN 1
A0A286YFJ8 A0A286YFJ8_HUMAN 1
H0YJL6 H0YJL6_HUMAN 2
H0YJN0 H0YJN0_HUMAN 2
H0YJ47 H0YJ47_HUMAN 2
F8VS42 F8VS42_HUMAN 2
G3V4I1 G3V4I1_HUMAN 1
G3V5V3 G3V5V3_HUMAN 1
H0YN72 H0YN72_HUMAN 1
G3V2G2 G3V2G2_HUMAN 1
G3V3B0 G3V3B0_HUMAN 2
A0A0C4DGK4 A0A0C4DGK4_HUMAN 1
G3V2G1 G3V2G1_HUMAN 1
H0YN92 H0YN92_HUMAN 1
H0YNS2 H0YNS2_HUMAN 1
F8VU51 F8VU51_HUMAN 1
F2Z391 F2Z391_HUMAN 1
H0YMN6 H0YMN6_HUMAN 1
H0YN14 H0YN14_HUMAN 1
G3V485 G3V485_HUMAN 1
H0YFS7 H0YFS7_HUMAN 2
H0YN21 H0YN21_HUMAN 1
A0A2R8Y3X7 A0A2R8Y3X7_HUMAN 1
F5GYF8 F5GYF8_HUMAN 1
G3V3T3 G3V3T3_HUMAN 1
F5H433 F5H433_HUMAN 1
G3V583 G3V583_HUMAN 1
A0A2R8Y8A2 A0A2R8Y8A2_HUMAN 1
A0A1B0GUB7 A0A1B0GUB7_HUMAN 1
H0YN40 H0YN40_HUMAN 1
H0YLH4 H0YLH4_HUMAN 1
A0A0A0MS38 A0A0A0MS38_HUMAN 1
H0YNK2 H0YNK2_HUMAN 1
H0YHR7 H0YHR7_HUMAN 1
G3V4U9 G3V4U9_HUMAN 1
G3V3T6 G3V3T6_HUMAN 1
A0A1B0GTK0 A0A1B0GTK0_HUMAN 1
H0YN07 H0YN07_HUMAN 1
G3V2G6 G3V2G6_HUMAN 1
E9PS92 E9PS92_HUMAN 1
G3V3P9 G3V3P9_HUMAN 1
G3V3N2 G3V3N2_HUMAN 1
D3YTK1 D3YTK1_HUMAN 1
E7EW59 E7EW59_HUMAN 2
A0A1C7CYX1 A0A1C7CYX1_HUMAN 2
A0A0J9YVP2 A0A0J9YVP2_HUMAN 1
H0YJ91 H0YJ91_HUMAN 1
G3V582 G3V582_HUMAN 1
G3V266 G3V266_HUMAN 1
P10645 CMGA_HUMAN 2
P54252 ATX3_HUMAN 1
Q16520 BATF_HUMAN 1
Q96BY7 ATG2B_HUMAN 1
Q96JQ2 CLMN_HUMAN 1
Q9NQR7 CC177_HUMAN 2
G3V5C1 G3V5C1_HUMAN 1
Q8TE49 OTU7A_HUMAN 2
Q9NXD2 MTMRA_HUMAN 1
Q96PH1 NOX5_HUMAN 2
O75925 PIAS1_HUMAN 1
Q7RTP0 NIPA1_HUMAN 1
Q08397 LOXL1_HUMAN 1
P78559 MAP1A_HUMAN 1
Q0VG99 MESP2_HUMAN 1
C9JE40 PATL2_HUMAN 1
Q9HAT1 LMA1L_HUMAN 1
O60721 NCKX1_HUMAN 1
P29376 LTK_HUMAN 2
O60336 MABP1_HUMAN 1
P0CAP1 MYZAP_HUMAN 1
Q8IWI9 MGAP_HUMAN 1
Q9NPA0 EMC7_HUMAN 1
A7MBM2 DISP2_HUMAN 1
O75822 EIF3J_HUMAN 2
Q68DA7 FMN1_HUMAN 2
Q8NCU7 C2C4A_HUMAN 1
A6NLJ0 C2C4B_HUMAN 1
Q15751 HERC1_HUMAN 1
O95714 HERC2_HUMAN 1
Q8IVW6 ARI3B_HUMAN 2
Q9Y4X5 ARI1_HUMAN 1
P32297 ACHA3_HUMAN 1
P36578 RL4_HUMAN 1
Q9BWH6 RPAP1_HUMAN 1
Q2VWP7 PRTG_HUMAN 2
P84550 SKOR1_HUMAN 3
Q96ST3 SIN3A_HUMAN 2
Q2KHR2 RFX7_HUMAN 1
Q6ZNA4 RN111_HUMAN 4
Q12888 TP53B_HUMAN 1
Q04726 TLE3_HUMAN 1
Q8TF30 WHAMM_HUMAN 2
Q07157 ZO1_HUMAN 2
Q92610 ZN592_HUMAN 1
O15014 ZN609_HUMAN 1
O14863 ZNT4_HUMAN 1
Q9Y3Q4 HCN4_HUMAN 2
P83111 LACTB_HUMAN 1
Q8NBR6 MINY2_HUMAN 1
Q2M1P5 KIF7_HUMAN 1
P37108 SRP14_HUMAN 1
Q7RTU9 STRC_HUMAN 1
Q9UIG8 SO3A1_HUMAN 1
O43541 SMAD6_HUMAN 1
Q6UW49 SPESP_HUMAN 1
Q7Z4N2 TRPM1_HUMAN 2
Q9Y3Q3 TMED3_HUMAN 1
O75971 SNPC5_HUMAN 1
Q15413 RYR3_HUMAN 2
Q92541 RTF1_HUMAN 2
Q8WVN8 UB2Q2_HUMAN 1
Q8IWV7 UBR1_HUMAN 1
G5E9E7 G5E9E7_HUMAN 2
H0YNY1 H0YNY1_HUMAN 1
A0A0A0MTQ9 A0A0A0MTQ9_HUMAN 2
C9JTQ0 ANR63_HUMAN 1
Q96L96 ALPK3_HUMAN 1
Q13367 AP3B2_HUMAN 2
Q6PCB6 AB17C_HUMAN 1
Q3ZCQ3 F174B_HUMAN 1
Q96M60 F227B_HUMAN 1
Q9NVI1 FANCI_HUMAN 1
Q8IU89 CERS3_HUMAN 1
Q96P56 CTSR2_HUMAN 1
P54098 DPOG1_HUMAN 1
Q9NRD8 DUOX2_HUMAN 1
Q14696 MESD_HUMAN 1
Q6UXK2 ISLR2_HUMAN 1
Q02078 MEF2A_HUMAN 2
Q6ZN04 MEX3B_HUMAN 2
P55081 MFAP1_HUMAN 1
Q8IVU1 IGDC3_HUMAN 1
Q14005 IL16_HUMAN 1
P23677 IP3KA_HUMAN 1
Q6ZMI3 GLDN_HUMAN 1
Q9UBC0 HNF6_HUMAN 2
E9PHD0 E9PHD0_HUMAN 1
A0A3B3IS91 A0A3B3IS91_HUMAN 1
H0Y3R8 H0Y3R8_HUMAN 1
H0YLT7 H0YLT7_HUMAN 1
J3KNP4 J3KNP4_HUMAN 1
H0YKB1 H0YKB1_HUMAN 1
H3BM89 H3BM89_HUMAN 1
H3BNB9 H3BNB9_HUMAN 1
G3V1L9 G3V1L9_HUMAN 2
H0YLW0 H0YLW0_HUMAN 1
H0YM30 H0YM30_HUMAN 2
G3V1J9 G3V1J9_HUMAN 1
H8Y6P7 H8Y6P7_HUMAN 1
H3BU31 H3BU31_HUMAN 1
A0A087X0K9 A0A087X0K9_HUMAN 2
H3BRE8 H3BRE8_HUMAN 1
A0A0G2JMR4 A0A0G2JMR4_HUMAN 2
A0A0B4J289 A0A0B4J289_HUMAN 2
H3BUV4 H3BUV4_HUMAN 1
H0YLX2 H0YLX2_HUMAN 1
A0A0X1KG73 A0A0X1KG73_HUMAN 2
A6NNK5 A6NNK5_HUMAN 1
H0YLD8 H0YLD8_HUMAN 1
H3BVF8 H3BVF8_HUMAN 1
A0A087WX73 A0A087WX73_HUMAN 1
H3BRT8 H3BRT8_HUMAN 1
X6RAN8 X6RAN8_HUMAN 1
H0YLI3 H0YLI3_HUMAN 1
A0A0D9SFM1 A0A0D9SFM1_HUMAN 1
A0A2R8Y2A8 A0A2R8Y2A8_HUMAN 3
H0YMD6 H0YMD6_HUMAN 1
E9PGC8 E9PGC8_HUMAN 1
H3BUL5 H3BUL5_HUMAN 1
H3BUC4 H3BUC4_HUMAN 1
H0YDT8 H0YDT8_HUMAN 1
A0A0G2JMJ5 A0A0G2JMJ5_HUMAN 2
H0YNT2 H0YNT2_HUMAN 1
A0A0D9SES8 A0A0D9SES8_HUMAN 1
H0YMR1 H0YMR1_HUMAN 1
G3V5H7 G3V5H7_HUMAN 3
H0YKU7 H0YKU7_HUMAN 2
H0YKK1 H0YKK1_HUMAN 1
H3BQG1 H3BQG1_HUMAN 1
H3BP78 H3BP78_HUMAN 1
A0A0G2JN34 A0A0G2JN34_HUMAN 2
H0YLN3 H0YLN3_HUMAN 1
F8W7R3 F8W7R3_HUMAN 1
H0YM68 H0YM68_HUMAN 1
H0YL70 H0YL70_HUMAN 1
F8W9H2 F8W9H2_HUMAN 1
H0YLT6 H0YLT6_HUMAN 1
A0A0U1RRH1 A0A0U1RRH1_HUMAN 2
H3BTF4 H3BTF4_HUMAN 1
H0YNA1 H0YNA1_HUMAN 1
A0A087X080 A0A087X080_HUMAN 2
H0YNQ1 H0YNQ1_HUMAN 1
H3BQR7 H3BQR7_HUMAN 1
E7EPM8 E7EPM8_HUMAN 1
A0A0G2JPN6 A0A0G2JPN6_HUMAN 2
H3BQP4 H3BQP4_HUMAN 1
H0YKN8 H0YKN8_HUMAN 1
F5H4M7 F5H4M7_HUMAN 1
A0A1B0GUY3 A0A1B0GUY3_HUMAN 1
H0YLW6 H0YLW6_HUMAN 1
H0YLH9 H0YLH9_HUMAN 1
A0A087WTJ9 A0A087WTJ9_HUMAN 1
G3V3E1 G3V3E1_HUMAN 3
E9PBT5 E9PBT5_HUMAN 1
A0A1B0GTQ6 A0A1B0GTQ6_HUMAN 1
H0YM22 H0YM22_HUMAN 1
H0YN25 H0YN25_HUMAN 1
H3BP52 H3BP52_HUMAN 1
F5H7D6 F5H7D6_HUMAN 1
H0YKH0 H0YKH0_HUMAN 1
H0YKT5 H0YKT5_HUMAN 1
F5H483 F5H483_HUMAN 1
H0YLM1 H0YLM1_HUMAN 1
H0YKZ2 H0YKZ2_HUMAN 1
H0YLW9 H0YLW9_HUMAN 1
F5H127 F5H127_HUMAN 1
C9JXV0 C9JXV0_HUMAN 1
H0YLI4 H0YLI4_HUMAN 1
H3BRK0 H3BRK0_HUMAN 1
H3BUV8 H3BUV8_HUMAN 1
H0YCD3 H0YCD3_HUMAN 1
H3BV35 H3BV35_HUMAN 1
H3BSK4 H3BSK4_HUMAN 1
H3BN94 H3BN94_HUMAN 1
A0A0J9YXQ8 A0A0J9YXQ8_HUMAN 1
Q8TBE0 BAHD1_HUMAN 1
P49761 CLK3_HUMAN 1
Q9UKP4 ATS7_HUMAN 1
Q9NQS1 AVEN_HUMAN 1
O15530 PDPK1_HUMAN 1
O15496 PA2GX_HUMAN 1
Q9UJX0 OSGI1_HUMAN 1
O75444 MAF_HUMAN 2
Q9NQ29 LUC7L_HUMAN 2
P25713 MT3_HUMAN 1
Q8N729 NPW_HUMAN 1
Q9ULX3 NOB1_HUMAN 1
Q86WA8 LONP2_HUMAN 1
Q13087 PDIA2_HUMAN 1
Q6ZVD8 PHLP2_HUMAN 2
Q7RTR2 NLRC3_HUMAN 1
Q92508 PIEZ1_HUMAN 1
O94916 NFAT5_HUMAN 2
Q9H9P5 UNKL_HUMAN 1
Q9H6T0 ESRP2_HUMAN 1
Q9UEE9 CFDP1_HUMAN 1
O95180 CAC1H_HUMAN 2
Q92793 CBP_HUMAN 2
Q8WXD9 CSKI1_HUMAN 3
Q7Z3J2 CP062_HUMAN 1
Q9HAH7 FBRS_HUMAN 1
Q8IX07 FOG1_HUMAN 2
Q15011 HERP1_HUMAN 1
O75150 BRE1B_HUMAN 1
Q6PL45 BRID5_HUMAN 1
Q12946 FOXF1_HUMAN 1
Q3L8U1 CHD9_HUMAN 3
Q6ZW76 ANKS3_HUMAN 1
O15047 SET1A_HUMAN 6
Q6ZS17 RIPR1_HUMAN 1
Q6VN20 RBP10_HUMAN 1
O75154 RFIP3_HUMAN 1
K7EJ46 SIM22_HUMAN 1
Q14940 SL9A5_HUMAN 1
Q70CQ4 UBP31_HUMAN 1
Q9C0B7 TNG6_HUMAN 2
Q9BRJ7 TIRR_HUMAN 1
Q86Y38 XYLT1_HUMAN 1
Q8WYQ9 ZCH14_HUMAN 2
Q86VM9 ZCH18_HUMAN 2
Q7L3S4 ZN771_HUMAN 1
Q9NXF8 ZDHC7_HUMAN 1
Q9HC57 WFDC1_HUMAN 1
Q15911 ZFHX3_HUMAN 9
Q9P2F9 ZN319_HUMAN 1
Q6UXU4 GSG1L_HUMAN 1
P51511 MMP15_HUMAN 1
Q9BVG8 KIFC3_HUMAN 1
Q8NCW0 KREM2_HUMAN 1
Q9NPA2 MMP25_HUMAN 2
Q7Z6E9 RBBP6_HUMAN 2
Q08999 RBL2_HUMAN 1
Q9NNZ6 PRM3_HUMAN 1
Q6PJ21 SPSB3_HUMAN 1
Q9UQ35 SRRM2_HUMAN 4
Q9UQ90 SPG7_HUMAN 1
Q15628 TRADD_HUMAN 1
Q96Q15 SMG1_HUMAN 1
O15524 SOCS1_HUMAN 1
P15880 RS2_HUMAN 1
Q9NSC2 SALL1_HUMAN 1
Q52WX2 SBK1_HUMAN 1
Q9NRF2 SH2B1_HUMAN 3
Q9UL54 TAOK2_HUMAN 3
Q4KMP7 TB10B_HUMAN 1
Q9NYB0 TE2IP_HUMAN 1
Q96EK4 THA11_HUMAN 2
O15405 TOX3_HUMAN 2
Q6PKC3 TXD11_HUMAN 1
Q93009 UBP7_HUMAN 1
Q9HCN3 TMM8A_HUMAN 1
H3BU42 H3BU42_HUMAN 1
K7ENA3 K7ENA3_HUMAN 1
Q99758 ABCA3_HUMAN 1
Q8NCV1 ADAD2_HUMAN 1
Q86Y34 AGRG3_HUMAN 1
Q0VD83 APOBR_HUMAN 1
Q6P2E9 EDC4_HUMAN 1
Q16254 E2F4_HUMAN 1
P49711 CTCF_HUMAN 1
Q8IYS4 CP071_HUMAN 1
Q96GX8 CP074_HUMAN 1
Q6UX73 CP089_HUMAN 1
Q8WVB6 CTF18_HUMAN 1
Q14183 DOC2A_HUMAN 1
Q9H4A9 DPEP2_HUMAN 1
Q9H4B8 DPEP3_HUMAN 1
Q96MX0 CKLF3_HUMAN 1
A6NNT2 CP096_HUMAN 1
P20701 ITAL_HUMAN 1
P78411 IRX5_HUMAN 2
P78412 IRX6_HUMAN 2
P78415 IRX3_HUMAN 2
P35637 FUS_HUMAN 1
Q9HBE5 IL21R_HUMAN 2
Q8NEV9 IL27A_HUMAN 1
Q92896 GSLG1_HUMAN 1
Q14687 GSE1_HUMAN 2
Q9Y4F3 MARF1_HUMAN 1
Q96RY7 IF140_HUMAN 1
P56270 MAZ_HUMAN 3
Q9BW71 HIRP3_HUMAN 1
P04553 HSP1_HUMAN 1
Q9Y661 HS3S4_HUMAN 1
Q96QI5 HS3S6_HUMAN 1
Q1ED39 KNOP1_HUMAN 2
A0A1W2PR82 A0A1W2PR82_HUMAN 2
I3L4D8 I3L4D8_HUMAN 2
H3BRQ1 H3BRQ1_HUMAN 1
A0A2R8YFJ7 A0A2R8YFJ7_HUMAN 1
H3BRW4 H3BRW4_HUMAN 1
W4VSQ8 W4VSQ8_HUMAN 1
A8MYV2 A8MYV2_HUMAN 2
E9PMM9 E9PMM9_HUMAN 1
H3BQI4 H3BQI4_HUMAN 1
H3BSY4 H3BSY4_HUMAN 1
B3KQJ8 B3KQJ8_HUMAN 1
G8JLP4 G8JLP4_HUMAN 1
H3BQQ2 H3BQQ2_HUMAN 1
E9PQW4 E9PQW4_HUMAN 1
H3BP71 H3BP71_HUMAN 1
D3DUE4 D3DUE4_HUMAN 1
E9PPT0 E9PPT0_HUMAN 1
A2RRB5 A2RRB5_HUMAN 1
H3BSB2 H3BSB2_HUMAN 1
H3BPK2 H3BPK2_HUMAN 1
H3BNT0 H3BNT0_HUMAN 1
H3BTW3 H3BTW3_HUMAN 3
H3BPU3 H3BPU3_HUMAN 1
B8ZZ08 B8ZZ08_HUMAN 2
A0A2R8YFL0 A0A2R8YFL0_HUMAN 1
H3BQJ7 H3BQJ7_HUMAN 1
F8VRS5 F8VRS5_HUMAN 1
R4GN89 R4GN89_HUMAN 1
E7ERS3 E7ERS3_HUMAN 2
A0A0A0MT71 A0A0A0MT71_HUMAN 1
H3BVF0 H3BVF0_HUMAN 1
H3BUI0 H3BUI0_HUMAN 1
H3BLT9 H3BLT9_HUMAN 1
A0A087X1W1 A0A087X1W1_HUMAN 2
H3BM42 H3BM42_HUMAN 1
H3BTB0 H3BTB0_HUMAN 1
B4E021 B4E021_HUMAN 1
E7EWW0 E7EWW0_HUMAN 1
F8VVB8 F8VVB8_HUMAN 1
M0QZD8 M0QZD8_HUMAN 1
H3BT17 H3BT17_HUMAN 1
A0A2R8YDQ1 A0A2R8YDQ1_HUMAN 1
I3L3Q8 I3L3Q8_HUMAN 1
A0A2R8YGV4 A0A2R8YGV4_HUMAN 1
A0A0J9YWV4 A0A0J9YWV4_HUMAN 1
I3L348 I3L348_HUMAN 1
A0A2R8Y4C2 A0A2R8Y4C2_HUMAN 1
A0A0A0MTL6 A0A0A0MTL6_HUMAN 1
A0A0A0MSC7 A0A0A0MSC7_HUMAN 1
I3L1I8 I3L1I8_HUMAN 2
E9PQD7 E9PQD7_HUMAN 1
K7ELU8 K7ELU8_HUMAN 1
H3BVF6 H3BVF6_HUMAN 1
A0A1W2PQW2 A0A1W2PQW2_HUMAN 2
A0A087WY77 A0A087WY77_HUMAN 1
H3BMF6 H3BMF6_HUMAN 1
H3BPE2 H3BPE2_HUMAN 1
H3BMI0 H3BMI0_HUMAN 1
H3BP12 H3BP12_HUMAN 1
E7EN44 E7EN44_HUMAN 1
H3BRY2 H3BRY2_HUMAN 1
H3BTI1 H3BTI1_HUMAN 1
A0A2R8Y8C4 A0A2R8Y8C4_HUMAN 1
A0A1W2PR14 A0A1W2PR14_HUMAN 2
E9PER6 E9PER6_HUMAN 1
A0A2R8Y7N2 A0A2R8Y7N2_HUMAN 1
H3BPE7 H3BPE7_HUMAN 1
X6RFI8 X6RFI8_HUMAN 1
A0A1W2PS38 A0A1W2PS38_HUMAN 1
K7EPL7 K7EPL7_HUMAN 1
I3L466 I3L466_HUMAN 1
H3BMC9 H3BMC9_HUMAN 2
A0A2R8YCU3 A0A2R8YCU3_HUMAN 1
H3BP11 H3BP11_HUMAN 2
A0A2R8Y632 A0A2R8Y632_HUMAN 1
F6S1J4 F6S1J4_HUMAN 1
H3BSM9 H3BSM9_HUMAN 1
A0A2R8Y6K2 A0A2R8Y6K2_HUMAN 1
A0A2R8YDU1 A0A2R8YDU1_HUMAN 1
H3BUD5 H3BUD5_HUMAN 1
H3BS78 H3BS78_HUMAN 1
H3BQU9 H3BQU9_HUMAN 1
H3BQX6 H3BQX6_HUMAN 1
J3KR23 J3KR23_HUMAN 1
E9PDK2 E9PDK2_HUMAN 1
H3BRU4 H3BRU4_HUMAN 1
H3BM62 H3BM62_HUMAN 1
J3KNZ9 J3KNZ9_HUMAN 4
I3L228 I3L228_HUMAN 1
H3BNZ0 H3BNZ0_HUMAN 1
A0A2R8YFK2 A0A2R8YFK2_HUMAN 1
H3BSH4 H3BSH4_HUMAN 1
A0A2R8Y729 A0A2R8Y729_HUMAN 1
A0A2R8YFW4 A0A2R8YFW4_HUMAN 1
H0Y3H2 H0Y3H2_HUMAN 1
H3BVC9 H3BVC9_HUMAN 1
F6WF08 F6WF08_HUMAN 1
A0A2R8YDM8 A0A2R8YDM8_HUMAN 1
H3BP01 H3BP01_HUMAN 1
A0A2R8YFS8 A0A2R8YFS8_HUMAN 1
H3BUV5 H3BUV5_HUMAN 1
H3BUW8 H3BUW8_HUMAN 1
A0A2R8Y4L0 A0A2R8Y4L0_HUMAN 1
I3L4H3 I3L4H3_HUMAN 1
H3BMS5 H3BMS5_HUMAN 2
H3BSN2 H3BSN2_HUMAN 1
H3BVG8 H3BVG8_HUMAN 1
R4GMX8 R4GMX8_HUMAN 1
H3BS18 H3BS18_HUMAN 2
F5H7K1 F5H7K1_HUMAN 1
K7ERF3 K7ERF3_HUMAN 1
A0A2R8Y5C9 A0A2R8Y5C9_HUMAN 1
H3BTT7 H3BTT7_HUMAN 1
H3BQS2 H3BQS2_HUMAN 1
K7EPW6 K7EPW6_HUMAN 1
I3L3L5 I3L3L5_HUMAN 1
I3L0Y8 I3L0Y8_HUMAN 1
H3BTE9 H3BTE9_HUMAN 1
A0A2R8Y6Z7 A0A2R8Y6Z7_HUMAN 1
H3BQM2 H3BQM2_HUMAN 1
H3BV65 H3BV65_HUMAN 1
I3L215 I3L215_HUMAN 1
H3BTK4 H3BTK4_HUMAN 1
D6RA68 D6RA68_HUMAN 1
I3L1B6 I3L1B6_HUMAN 1
H3BNZ4 H3BNZ4_HUMAN 2
H3BR63 H3BR63_HUMAN 1
H3BUN7 H3BUN7_HUMAN 1
K7EJY2 K7EJY2_HUMAN 1
A0A0D9SF58 A0A0D9SF58_HUMAN 1
A0A087WU44 A0A087WU44_HUMAN 1
H0Y4J5 H0Y4J5_HUMAN 1
A0A0D9SEU5 A0A0D9SEU5_HUMAN 1
H0Y613 H0Y613_HUMAN 2
A0A2R8YEH4 A0A2R8YEH4_HUMAN 1
A0A2R8Y3M4 A0A2R8Y3M4_HUMAN 1
A0A2R8Y596 A0A2R8Y596_HUMAN 1
H3BMP1 H3BMP1_HUMAN 1
A0A2R8Y4L2 A0A2R8Y4L2_HUMAN 1
H0YML8 H0YML8_HUMAN 1
A0A2U3TZH1 A0A2U3TZH1_HUMAN 1
I3L182 I3L182_HUMAN 2
H3BNX2 H3BNX2_HUMAN 1
A0A0A0MRZ1 A0A0A0MRZ1_HUMAN 1
R4GNG2 R4GNG2_HUMAN 1
E9PM36 E9PM36_HUMAN 1
H3BUI4 H3BUI4_HUMAN 1
A0A087WWR2 A0A087WWR2_HUMAN 1
E7EXA6 E7EXA6_HUMAN 1
E5RIE9 E5RIE9_HUMAN 1
H7C3B5 H7C3B5_HUMAN 1
R4GMY0 R4GMY0_HUMAN 1
J3KSB3 J3KSB3_HUMAN 1
Q14028 CNGB1_HUMAN 2
P56945 BCAR1_HUMAN 1
